sample_id,class_label,check_item,expected,owner,status
L2_multi_state_on_002,multi_state_on,CST project saved,CST_L2_multi_state_on_002.cst,B_CST,todo
L2_multi_state_on_002,multi_state_on,All source excitations set,source positions/orientations/amplitudes/phases match source manifest,B_CST,todo
L2_multi_state_on_002,multi_state_on,Hemisphere near-field monitors exported,data/cst_exports/level2/L2_multi_state_on_002_nearfield.csv,B_CST,todo
L2_multi_state_on_002,multi_state_on,Far-field monitors exported,data/cst_exports/level2/L2_multi_state_on_002_farfield.csv,B_CST,todo
L2_multi_state_on_002,multi_state_on,Merge audit sample_complete,merge_cst_level2_exports.py reports sample_complete=True,A_algorithm,todo
L2_multi_state_on_002,multi_state_on,Screenshots archived,submission/05_cst/screenshots/level2/L2_multi_state_on_002_*.png,C_docs,todo
L2_multi_state_on_003,multi_state_on,CST project saved,CST_L2_multi_state_on_003.cst,B_CST,todo
L2_multi_state_on_003,multi_state_on,All source excitations set,source positions/orientations/amplitudes/phases match source manifest,B_CST,todo
L2_multi_state_on_003,multi_state_on,Hemisphere near-field monitors exported,data/cst_exports/level2/L2_multi_state_on_003_nearfield.csv,B_CST,todo
L2_multi_state_on_003,multi_state_on,Far-field monitors exported,data/cst_exports/level2/L2_multi_state_on_003_farfield.csv,B_CST,todo
L2_multi_state_on_003,multi_state_on,Merge audit sample_complete,merge_cst_level2_exports.py reports sample_complete=True,A_algorithm,todo
L2_multi_state_on_003,multi_state_on,Screenshots archived,submission/05_cst/screenshots/level2/L2_multi_state_on_003_*.png,C_docs,todo
L2_multi_state_on_004,multi_state_on,CST project saved,CST_L2_multi_state_on_004.cst,B_CST,todo
L2_multi_state_on_004,multi_state_on,All source excitations set,source positions/orientations/amplitudes/phases match source manifest,B_CST,todo
L2_multi_state_on_004,multi_state_on,Hemisphere near-field monitors exported,data/cst_exports/level2/L2_multi_state_on_004_nearfield.csv,B_CST,todo
L2_multi_state_on_004,multi_state_on,Far-field monitors exported,data/cst_exports/level2/L2_multi_state_on_004_farfield.csv,B_CST,todo
L2_multi_state_on_004,multi_state_on,Merge audit sample_complete,merge_cst_level2_exports.py reports sample_complete=True,A_algorithm,todo
L2_multi_state_on_004,multi_state_on,Screenshots archived,submission/05_cst/screenshots/level2/L2_multi_state_on_004_*.png,C_docs,todo
L2_multi_state_on_005,multi_state_on,CST project saved,CST_L2_multi_state_on_005.cst,B_CST,todo
L2_multi_state_on_005,multi_state_on,All source excitations set,source positions/orientations/amplitudes/phases match source manifest,B_CST,todo
L2_multi_state_on_005,multi_state_on,Hemisphere near-field monitors exported,data/cst_exports/level2/L2_multi_state_on_005_nearfield.csv,B_CST,todo
L2_multi_state_on_005,multi_state_on,Far-field monitors exported,data/cst_exports/level2/L2_multi_state_on_005_farfield.csv,B_CST,todo
L2_multi_state_on_005,multi_state_on,Merge audit sample_complete,merge_cst_level2_exports.py reports sample_complete=True,A_algorithm,todo
L2_multi_state_on_005,multi_state_on,Screenshots archived,submission/05_cst/screenshots/level2/L2_multi_state_on_005_*.png,C_docs,todo
L2_multi_state_on_006,multi_state_on,CST project saved,CST_L2_multi_state_on_006.cst,B_CST,todo
L2_multi_state_on_006,multi_state_on,All source excitations set,source positions/orientations/amplitudes/phases match source manifest,B_CST,todo
L2_multi_state_on_006,multi_state_on,Hemisphere near-field monitors exported,data/cst_exports/level2/L2_multi_state_on_006_nearfield.csv,B_CST,todo
L2_multi_state_on_006,multi_state_on,Far-field monitors exported,data/cst_exports/level2/L2_multi_state_on_006_farfield.csv,B_CST,todo
L2_multi_state_on_006,multi_state_on,Merge audit sample_complete,merge_cst_level2_exports.py reports sample_complete=True,A_algorithm,todo
L2_multi_state_on_006,multi_state_on,Screenshots archived,submission/05_cst/screenshots/level2/L2_multi_state_on_006_*.png,C_docs,todo
L2_multi_state_on_007,multi_state_on,CST project saved,CST_L2_multi_state_on_007.cst,B_CST,todo
L2_multi_state_on_007,multi_state_on,All source excitations set,source positions/orientations/amplitudes/phases match source manifest,B_CST,todo
L2_multi_state_on_007,multi_state_on,Hemisphere near-field monitors exported,data/cst_exports/level2/L2_multi_state_on_007_nearfield.csv,B_CST,todo
L2_multi_state_on_007,multi_state_on,Far-field monitors exported,data/cst_exports/level2/L2_multi_state_on_007_farfield.csv,B_CST,todo
L2_multi_state_on_007,multi_state_on,Merge audit sample_complete,merge_cst_level2_exports.py reports sample_complete=True,A_algorithm,todo
L2_multi_state_on_007,multi_state_on,Screenshots archived,submission/05_cst/screenshots/level2/L2_multi_state_on_007_*.png,C_docs,todo
L2_multi_state_on_008,multi_state_on,CST project saved,CST_L2_multi_state_on_008.cst,B_CST,todo
L2_multi_state_on_008,multi_state_on,All source excitations set,source positions/orientations/amplitudes/phases match source manifest,B_CST,todo
L2_multi_state_on_008,multi_state_on,Hemisphere near-field monitors exported,data/cst_exports/level2/L2_multi_state_on_008_nearfield.csv,B_CST,todo
L2_multi_state_on_008,multi_state_on,Far-field monitors exported,data/cst_exports/level2/L2_multi_state_on_008_farfield.csv,B_CST,todo
L2_multi_state_on_008,multi_state_on,Merge audit sample_complete,merge_cst_level2_exports.py reports sample_complete=True,A_algorithm,todo
L2_multi_state_on_008,multi_state_on,Screenshots archived,submission/05_cst/screenshots/level2/L2_multi_state_on_008_*.png,C_docs,todo
L2_multi_state_on_009,multi_state_on,CST project saved,CST_L2_multi_state_on_009.cst,B_CST,todo
L2_multi_state_on_009,multi_state_on,All source excitations set,source positions/orientations/amplitudes/phases match source manifest,B_CST,todo
L2_multi_state_on_009,multi_state_on,Hemisphere near-field monitors exported,data/cst_exports/level2/L2_multi_state_on_009_nearfield.csv,B_CST,todo
L2_multi_state_on_009,multi_state_on,Far-field monitors exported,data/cst_exports/level2/L2_multi_state_on_009_farfield.csv,B_CST,todo
L2_multi_state_on_009,multi_state_on,Merge audit sample_complete,merge_cst_level2_exports.py reports sample_complete=True,A_algorithm,todo
L2_multi_state_on_009,multi_state_on,Screenshots archived,submission/05_cst/screenshots/level2/L2_multi_state_on_009_*.png,C_docs,todo
L2_multi_state_on_010,multi_state_on,CST project saved,CST_L2_multi_state_on_010.cst,B_CST,todo
L2_multi_state_on_010,multi_state_on,All source excitations set,source positions/orientations/amplitudes/phases match source manifest,B_CST,todo
L2_multi_state_on_010,multi_state_on,Hemisphere near-field monitors exported,data/cst_exports/level2/L2_multi_state_on_010_nearfield.csv,B_CST,todo
L2_multi_state_on_010,multi_state_on,Far-field monitors exported,data/cst_exports/level2/L2_multi_state_on_010_farfield.csv,B_CST,todo
L2_multi_state_on_010,multi_state_on,Merge audit sample_complete,merge_cst_level2_exports.py reports sample_complete=True,A_algorithm,todo
L2_multi_state_on_010,multi_state_on,Screenshots archived,submission/05_cst/screenshots/level2/L2_multi_state_on_010_*.png,C_docs,todo
L2_multi_state_on_011,multi_state_on,CST project saved,CST_L2_multi_state_on_011.cst,B_CST,todo
L2_multi_state_on_011,multi_state_on,All source excitations set,source positions/orientations/amplitudes/phases match source manifest,B_CST,todo
L2_multi_state_on_011,multi_state_on,Hemisphere near-field monitors exported,data/cst_exports/level2/L2_multi_state_on_011_nearfield.csv,B_CST,todo
L2_multi_state_on_011,multi_state_on,Far-field monitors exported,data/cst_exports/level2/L2_multi_state_on_011_farfield.csv,B_CST,todo
L2_multi_state_on_011,multi_state_on,Merge audit sample_complete,merge_cst_level2_exports.py reports sample_complete=True,A_algorithm,todo
L2_multi_state_on_011,multi_state_on,Screenshots archived,submission/05_cst/screenshots/level2/L2_multi_state_on_011_*.png,C_docs,todo
